English,Arabic
ah.,آه.
adulterous,زانية
kazuko,كازوكو
itsy-bitsy,itsy-bitsy
judgements,الأحكام
bebo,بيبو
convoluted,ملتوية
carbohydrates,الكربوهيدرات
to.,ل.
awakes,يستيقظ
dacoit,dacoit
bihar,بيهار
cartwrights,كارترايتس
nori,نوري
awning,المظلة
strobe,القوية
consecrate,تكريس
assimilation,الاستيعاب
chaperoning,المرافقة
brr,brr
l--l,ل-ل
nighthorse,حصان الليل
apropos,مناسب
syl,سيل
projectiles,مقذوفات
off-putting,غير مقبول
immobilized,يجمد
arias,ألحان
avignon,أفينيون
andale,أندال
d've,لقد فعلت
cuddled,احتضن
sulky,عابس
immigrated,هاجر
basel,بازل
genus,جنس
godown,godown
koda,كودا
choshu,choshu
blitzkrieg,الحرب الخاطفة
harish,حريش
nozomi,نوزومي
autobiographical,السيرة الذاتية
screenings,العروض
erna,إرنا
login,تسجيل الدخول
blur0.5,طمس0.5
esto,esto
essen,ايسن
valery,فاليري
durian,دوريان
substituting,استبدال
animate,تحريك
kapil,كابيل
half-cocked,نصف جاهزة
vue,vue
lele,com.lele
kidman,كيدمان
sadiq,صادق
a-1,أ-1
silica,السيليكا
shaina,شاينا
cenk,سينك
suckle,يرضع
eurovision,يوروفيجن
duchy,دوقية
overcrowding,اكتظاظ
borgias,بورجيا
haram,حرام
orchestrate,تنسيق
kitto,كيتو
tucks,الثنيات
facet,وجه
tans,تان
adder,الأفعى
tell,يخبر
sind,Sind
biographer,كاتب سيرة
yoni,يوني
streetlight,ضوء الشارع
fermin,فيرمين
hardcastle,com.hardcastle
goryeo,كوريو
chinchilla,شينشيلا
equatorial,استوائي
borman,بورمان
r2-d2,r2-d2
vermillion,قرمزي
ler,لير
baggie,باجي
estela,إستيلا
umi,أومي
sayers,قائلون
unequivocally,بشكل لا لبس فيه
loudon,com.loudon
seeded,المصنف
import-export,استيراد وتصدير
black-eyed,أسود العينين
ajumma,أجوما
bendy,bendy
jelena,جيلينا
mastercard,ماستر كارد
agnès,أغنيس
shell-shocked,صدمت
naylor,نايلور
hijab,الحجاب
narita,ناريتا
-he,-هو
jura,جورا
barium,الباريوم
illuminates,ينير
rebeca,ريبيكا
rahui,rahu
copa,كوبا
gol,غول
reinstatement,إعادة
rafiq,رفيق
damini,داميني
jaison,جيسون
nevers,نيفرز
grower,مزارع
chumley,تشوملي
catalogues,كتالوجات
dram,درهم
tangy,منعش
dhoni,دوني
drench,جرعة
froy,فروي
roly,ممتلئ الجسم
multimillionaire,مليونير
obscenities,البذاءات
göran,غوران
tes,tes
concluding,الختام
millar,ميلار
atms,أجهزة الصراف الآلي
defamed,مشوه
fumi,فومي
twink,طرفة عين
faze,تذهل
airbase,قاعدة جوية
amato,أماتو
jarek,جاريك
kaj,كاج
wolverines,ولفيرين
lexy,lexy
kosh,كوش
crux,جوهر
concussions,ارتجاجات
luiz,لويز
a-a-a,أ-أ-أ
sofía,صوفيا
chablis,شابلي
shazia,شازية
goetz,جويتز
teak,خشب الساج
darfur,دارفور
g.p.s.,نظام تحديد المواقع.
vanna,فانا
45th,45
falsifying,تزوير
dozer,البلدوزر
rajput,راجبوت
niobe,نيوبي
claybourne,كلايبورن
ast,أست
goody-goody,جودي جودي
capcom,كابكوم
tuner,موالف
wantin,Wantin
blazed,اشتعلت فيه النيران
2-year-old,2 سنة
guvnor,com.guvnor
pali,بالي
decatur,ديكاتور
busby,باسبي
linux,لينكس
incorruptible,غير قابل للفساد
ishaan,ishan
lfyou,lfyou
attendings,الحضور
daese,daese
darien,دارين
sorrel,حميض
fumiko,فوميكو
kerb,كبح
wheeze,أزيز
fun-loving,محب للمرح
gowan,غوان
transvestites,المتخنثون
freund,com.freund
olli,olli
granddaughters,الحفيدات
radiologist,أخصائي الأشعة
chiefly,بشكل رئيسي
fortune-telling,الكهانة
nader,نادر
scuttlebutt,scuttlebutt
southerner,جنوبي
ramrod,صارم
rne,rne
sti,sti
zia,ضياء
nerve-wracking,محطمة للأعصاب
emine,أمين
balwant,balwant
peeped,اختلس النظر
chicory,الهندباء
mancha,مانشا
atmospheres,أجواء
graphs,الرسوم البيانية
torino,تورينو
darjeeling,دارجيلنج
rotter,روتر
knowin,معرفة
baste,شرج
sitrep,com.sitrep
nympho,حورية
gii,gii
loy,لوي
web-dl,ويب دل
laci,لاسي
tomiko,توميكو
diced,مكعبات
csis,com.csis
bamboos,بامبو
correctness,صحة
advil,أدفيل
legos,ليغو
nuri,نوري
home.,بيت.
slavs,السلاف
porous,مسامية
cern,سيرن
jiff,jiff
habitation,سكن
taketh,يأخذ
ire,غضب
triangulation,التثليث
harishchandra,com.harishchandra
burlington,بيرلينجتون
masterminded,مدبر
clothesline,حبل الغسيل
samy,سامي
overshadowed,طغت
yannis,يانيس
approximation,تقريب
beefing,لحوم البقر
ornamental,الزينة
pb,صفحة
annoyingly,بشكل مزعج
cappuccinos,كابتشينو
mech,ميكانيكية
samoa,ساموا
g-,ز-
carbine,كاربين
stil,لا يزال
salih,صالح
perri,بيري
median,متوسط
tropez,تروبيه
tonia,تونيا
numata,نوماتا
erases,يمحو
suppertime,وقت العشاء
tugs,القاطرات
condiments,بهارات
geddes,جيديس
fado,فادو
willingham,ويلينغهام
blithering,لاذع
himiko,هيميكو
entrée,دخول
lynley,لينلي
favoritism,المحسوبية
accords,اتفاقات
gilman,جيلمان
itís,إنها
tlak,تلاك
ellery,إليري
allenby,اللنبي
trine,ترين
all-knowing,كل المعرفة
pretenders,الأدعياء
bauble,حلية
neleh,نيلة
reciprocal,متبادل
τhat,τhat
demean,تحقير
mung,مونج
discretionary,تقديرية
off-screen,خارج الشاشة
legionnaires,المحاربين
self-proclaimed,نصب نفسه
showstopper,showstopper
dampen,يثبط
couidn,coidn
grier,جرير
genres,الأنواع
unsympathetic,غير متعاطف
ill-gotten,غير مشروعة
sã,سا
bevy,سرب
receptions,حفلات الاستقبال
bardo,باردو
nokia,نوكيا
padres,بادريس
imre,إمري
crime-fighting,مكافحة الجريمة
low-income,ذوي الدخل المنخفض
drury,جاف
phuket,فوكيت
circulatory,الدورة الدموية
cochin,كوشين
sweepstakes,اليانصيب
beals,بيلز
astride,منفرج الساقين
undercarriage,الهيكل السفلي
aahhh,ااهه
kawada,كاوادا
observational,رصدي
sayeth,sayeth
m-,م-
gisele,جيزيل
stowe,ستو
secretions,الإفرازات
berle,بيرل
jaye,جاي
visualization,التصور
mild-mannered,معتدل الأخلاق
grappa,غرابا
whatta,ماتا
rock-solid,صخرة صلبة
maite,مايتي
honey.,عسل.
exfil,exfil
tseng,تسينج
dismemberment,تقطيع الأوصال
valois,فالوا
only-,فقط-
encyclopedias,الموسوعات
probationary,تحت الاختبار
deaq,ديك
do-it-yourself,افعل ذلك بنفسك
stell,ستيل
hotbed,مرتع
akiba,اكيبا
overstepping,تجاوز
ioan,ايوان
wooley,صوفي
d-did,د-فعل
sbk,sbk
seher,سحر
heavy-handed,ثقيلة الوطأة
okita,أوكيتا
staci,ستاسي
introverted,انطوائي
linguistics,اللغويات
mordor,موردور
murdoc,موردوك
bagman,تاجر متنقل
leggy,طويل الساقين
slung,متدلي
disher,صحن
spectrometer,مطياف
ahi,أهي
ubu,ubu
untouchables,المنبوذين
bongos,بونغو
self-involved,منخرط في نفسه
lodz,لودز
abate,يخفف
kirill,كيريل
noda,نودا
life-saving,المنقذة للحياة
morose,كئيب
surveilling,المراقبة
oldman,أولدمان
poi,نقطة
ostensibly,ظاهريا
neuroscience,علم الأعصاب
harve,الحصاد
colonialism,الاستعمار
peti,بيتي
uso,uso
bisque,حساء دسم
voy,فوي
hocus,خدعة
beneficiaries,المستفيدين
toady,متملق
meenie,ميني
posner,بوسنر
marred,شابت
pathetically,بشكل مثير للشفقة
alternatively,بدلاً عن ذلك
ple,ple
posses,يمتلك
self-employed,العاملون لحسابهم الخاص
tsao,تساو
dusky,داكن
behavioural,سلوكية
newell,نيويل
unico,com.unico
constituent,التأسيسية
nub,جوهر
marja,مارجا
gellar,جيلار
canines,الأنياب
peruse,الاطلاع على
emissaries,مبعوثون
swamy,سوامي
loiter,تسكع
o.k,نعم
pashto,الباشتو
captor,الآسر
demetri,ديمتري
bossa,بوسا
krüger,كروجر
subservient,متذلل
bellybutton,السرة
kora,كورا
classically,كلاسيكيا
sought-after,سعى خلف
interchangeable,قابلة للتبديل
zoot,Zoot
expenditures,النفقات
slithering,انزلاق
yost,يوست
bf,فرنك بلجيكي
vanquishing,قهر
30am,30 صباحا
dereliction,التقصير
anuj,أنوج
cooney,كوني
gnawed,قضم
manami,manami
croquettes,كروكيت
tú,تو
glowed,متوهج
papacy,البابوية
schön,شون
yvan,yvan
-l,-ل
lune,lune
sizing,التحجيم
phryne,فريني
ehhh,ايه
neutralise,تحييد
semi-final,نصف النهائي
sérgio,سيرجيو
unsubs,unsubs
str,شارع
astound,أذهل
born-again,ولد من جديد
subscriptions,الاشتراكات
haruhi,haruhi
leer,لير
betters,أفضل
yeol,يول
kroger,كروجر
breads,الخبز
fabricating,افتعال
estoy,com.estoy
sewell,com.sewell
bad-looking,سيء المظهر
briny,مالح
chi-chi,تشي تشي
vogler,com.vogler
cockamamie,كوكامامي
pandu,باندو
drive-thru,الطلب من المركبة
transceiver,جهاز الإرسال والاستقبال
mulan,مولان
laryngitis,التهاب الحنجرة
oran,وهران
stillwater,مياه راكدة
clarifying,توضيح
ers,ers
yori,يوري
lauri,لوري
braga,براغا
two-dimensional,ثنائي الأبعاد
free-range,نطاق حر
involuntarily,لا إرادي
gerd,جيرد
photocopier,آلة تصوير
léa,ليا
janina,جانينا
comeon,تعال
always-,دائماً-
cic,cic
kaveri,kaveri
gracia,غراسيا
jango,جانغو
takako,تاكاكو
levitation,استرفاع
cielo,cielo
hinata,هيناتا
mamo,مامو
ciudad,مدينة
nagata,ناجاتا
bosley,بوسلي
microchips,الرقائق الدقيقة
camry,كامري
nilka,نيلكا
lewton,ليوتون
lakota,لاكوتا
hori,هوري
sus,سوس
vigo,فيغو
paraplegic,مشلول
nakano,ناكانو
youto,youto
thing.,شيء.
ney,ناي
banded,النطاقات
cornet,البوق
yokels,نير
arugula,جرجير
meine,ماين
ula,العلا
saro,سارو
econ,اقتصادي
aileen,ايلين
kahn,خان
dimmer,باهتة
keeley,كيلي
receptacle,وعاء
sows,يزرع
swarek,سواريك
rove,روف
owada,owada
maari,معاري
dragonflies,اليعسوب
mitsubishi,ميتسوبيشي
mensch,مينش
aren`t,ليست كذلك
coley,كولي
alamos,الاموس
sed,سيد
poli,بولي
curable,قابل للشفاء
saku,ساكو
pornos,الإباحية
muah,muah
huntsville,هانتسفيل
where-where,أين وأين
winchesters,أصحاب الروافع
aight,aight
quirke,كويرك
zenon,زينون
kibble,اطحن
smears,مسحات
unbearably,بشكل لا يطاق
shreveport,شريفبورت
t-i,تي ط
macro,ماكرو
reconsidering,إعادة النظر
nary,ناري
talkie,اسلكي
ricks,ريكس
aleikum,السلام عليكم
vulnerabilities,نقاط الضعف
bayside,بايسايد
first,أولاً
joiner,نجار
instalment,قسط
sune,sune
affiliations,الانتماءات
trick-or-treat,خدعة أو علاج
teleprompter,الملقن
withal,معال
branca,برانكا
mons,مونس
creegan,كريجان
eight-hour,ثماني ساعات
mutilations,التشويه
reincarnate,تجسد ثانية
giro,جيرو
kasi,كاسي
macedonian,المقدونية
zhukov,جوكوف
mange,جرب
posey,بوسي
aleppo,حلب
corroborated,مؤكدة
bastien,باستين
5o,5o
jago,جاغو
vasya,فاسيا
basilio,باسيليو
g0,g0
balagan,balagan
nineteenth,التاسع عشر
growin,ينمو
prerequisite,شرط أساسي
spake,تكلم
spanx,com.spanx
bulimia,الشره المرضي
dir,دير
glo,glo
godwin,غودوين
chives,الثوم المعمر
campion,كامبيون
amc,amc
thar,ثار
3-year-old,3 سنوات
respectively,على التوالى
timur,تيمور
nini,نيني
iam,أنا أكون
helpin,مساعدة
moser,موسر
preventive,وقائية
hiker,مسافر
carb,الكربوهيدرات
approachable,ودود
akari,أكاري
recalibrate,إعادة المعايرة
rst,أولا
waa,وا
tsuna,تسونا
azuma,أزوما
zaheer,zaheer
flawlessly,لا تشوبه شائبة
harpo,هاربو
usnavi,usnavi
iso,ايزو
krug,كروج
brutish,بهيمي
burned-out,محترق
milieu,بيئة
alfonse,com.alfonse
non-violence,اللاعنف
canny,حكيم
vilde,فيلد
mercantile,تجاري
locos,مكان
bathes,الحمامات
2b,2ب
cocteau,كوكتو
driest,الأكثر جفافا
dien,دين
ferdinando,فرديناندو
tushy,رقيق
botticelli,بوتيتشيلي
zidane,زيدان
bloodsuckers,مصاصي الدماء
tita,تيتا
minnow,أسماك
pineda,بينيدا
away-,بعيد-
marginally,هامشيا
premed,معدة مسبقا
infirm,عاجز
hues,الأشكال
couplet,مقطع
councillors,المستشارين
widest,الأوسع
honing,شحذ
sterilization,تعقيم
comic-book,كتاب هزلي
engels,الإنجليزية
lajos,لايوس
alcide,حمض
preoccupation,الانشغال
teja,تيجا
freakishly,بشكل غريب
high-frequency,عالية التردد
uninhibited,غير مقيد
lah,لاه
elke,إلك
bestial,وحشي
axed,تم إقصاؤه
part-timer,بدوام جزئي
jürgen,يورغن
fertilization,الإخصاب
swearengen,سويرينجن
dizer,dizer
spratt,spratt
financiers,الممولين
aeronautics,الطيران
restricting,تقييد
seeped,تسربت
toh,توه
yahoos,ياهو
elmore,إلمور
talkto,talkto
sidewinder,سايدويندر
longfellow,com.longfellow
revolutionized,ثورة
kl,kl
descendent,سليل
grayer,رمادي
sop,سوب
khlyen,خلين
lauryn,لورين
bushido,بوشيدو
cymbal,الصنج أداة موسيقية
weaponized,مسلح
hargreaves,هارجريفز
m.k.,م. ك.
acrobatics,الألعاب البهلوانية
markie,ماركي
defused,نزع فتيله
worded,مصاغة
discriminated,تمييز
haber,خبر
gota,غوتا
mujahideen,المجاهدين
those-,أولئك-
ands,و
hisako,هيساكو
nougat,نوجا
barbiturates,الباربيتورات
hsia,هسيا
handshakes,المصافحات
nur,نور
osmond,أوزموند
swaps,مقايضات
kom,كوم
indentation,المسافة البادئة
blasphemer,مجدف
wrong-,خطأ-
s-let,s-let
meeker,وديع
peeper,مختلس النظر
short-staffed,قلة الموظفين
schweitzer,شفايتزر
kimmi,كيمي
eighteenth,الثامن عشر
gama,جاما
sumida,سوميدا
bonito,بونيتو
halen,هالين
miz,ميز
regs,التسجيلات
fief,إقطاعية
meld,امزج
tieh,تيه
webbed,مكفف
hmo,hmo
poco,com.poco
snape,سناب
moni,موني
worshiping,عبادة
carajo,كاراجو
kyohei,kyohei
top-of-the-line,أعلى الخط
kazuma,كازوما
corolla,كورولا
real-world,العالم الحقيقي
defunct,البائد
medium-sized,متوسطة الحجم
monogrammed,بحروف كبيرة
deflecting,انحراف
kilroy,كيلروي
gabor,جابور
whizz,أزيز
unflattering,غير ممتع
assemblies,الجمعيات
geneticist,عالم الوراثة
mchugh,mchugh
bhutan,بوتان
bunion,الورم
mom.,أم.
swum,سبح
complementary,مكمل
